speaker_id,final_split,utterance_count,duration_seconds,provenance_composition,duplicate_file_count,utterance_bucket,eligibility_status,eligibility_reason,selection_hash,split_seed,split_version
1470,test,29,87.000000,train=15|train_small=14|part=0|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,35a965e6e579203394a55f2b8dfbfc4153a878c539e08d9e94b44a55f353dc07,20260729,v2
1471,train,29,87.000000,train=15|train_small=14|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,8b3471d5485437bf07977d3845d31ff70101446725fb7738b7d8d9b2799f2fc8,20260729,v2
1472,train,5,15.000000,train=5|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,fbb5e14efac1d1e578aceef2679c42931005a756da49226e8f48f1893581e178,20260729,v2
1473,train,22,66.000000,train=9|train_small=13|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,de893ae5fcbf0693859f70ae8ac33981e285660bca498265da183119431e933d,20260729,v2
1475,excluded,1,3.000000,train=0|train_small=1|part=0|test=0,0,1,ineligible,singleton_speaker,dc17c6fe124d9beebace2116e6fde620ee5f3d01fe115cf11595557e88d164fb,20260729,v2
1476,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,fce252c67b750bd357b801d168ae0846fec72c27a8d2d936f1e3943192099292,20260729,v2
1477,train,2,6.000000,train=2|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,41e0e3741b0b49ba9c2abe43f52fa2c09d955fab650484a798b70e92965f9c1f,20260729,v2
1478,train,40,120.000000,train=17|train_small=23|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,aaaabcad0f45565568f77e49095e5ca93024b2197c6cdb52a83fc9802d26e778,20260729,v2
1479,test,55,165.000000,train=32|train_small=23|part=0|test=0,0,50-99,eligible_evaluation,at_least_20_utterances,3e4c1993b2301ba6551a1302a4ae6435a2d4b404fcfe6c354679dc2c33e040cd,20260729,v2
1481,train,22,66.000000,train=14|train_small=8|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,9b3180a9c2b06acbbecf20496b2d506fb2c2180e5c7617e510661e017a5a3ec3,20260729,v2
1482,train,12,36.000000,train=0|train_small=0|part=0|test=12,0,2-19,eligible_train,at_least_2_utterances,f9d9226f504797ec9c5c3bf13299c280e9e199c722939153fa9630bdee8adfda,20260729,v2
1483,train,17,51.000000,train=8|train_small=9|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,febc8800518cba48097a4b9fddb4756f5224cc45cc3a8239bf9822025a2d45fe,20260729,v2
1484,train,4,12.000000,train=3|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,746ada683efec57d1eddaf5320593ba9ba179a8b397fd75b84117a77a4a80452,20260729,v2
1485,train,9,27.000000,train=6|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,b80f742a82334678a081c08ab115cab68e1dabff0340b1e56d756f9c485a218b,20260729,v2
1486,train,2,6.000000,train=0|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,cc4b3c89c2d35a94816730055b06ec2c06be555fc25b7de07768f1a685f48f8f,20260729,v2
1487,train,32,96.000000,train=19|train_small=13|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,cee46a5309afcfecf0adf6c7785bdf35f3c1168cba3f3039cf99e0a884e625f0,20260729,v2
1488,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,ab288c3634eecd7c4e179fb1b331619f18e6a691f855bc30f4f54849022ea1df,20260729,v2
1489,train,5,15.000000,train=0|train_small=0|part=0|test=5,0,2-19,eligible_train,at_least_2_utterances,48034e49613346455eaf04632c6dc849b5c2bad686a6c524b3c2669900f90df7,20260729,v2
1490,train,7,21.000000,train=3|train_small=4|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,63af47252619e6b56e863e5cea30cbca150106994da929f957458bddd10c482e,20260729,v2
1491,excluded,1,3.000000,train=0|train_small=1|part=0|test=0,0,1,ineligible,singleton_speaker,3206940664447cb8400d602b4f07392d64ae76c4062db4bb04c63a9c503b7f7b,20260729,v2
1492,validation,37,111.000000,train=37|train_small=0|part=0|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,08633dde90550d99df2595a3b7571b7740760dc08534b60f449e5c2239da0688,20260729,v2
1493,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,c97d79937a6923f745c7ff93428566f1066f9fe31851d8fb05eafa212f655bd5,20260729,v2
1494,train,25,75.000000,train=12|train_small=13|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,a9ed6a419404442fb240b5f1355fb5f2773fc8b180846b42c3252ff12a8aab58,20260729,v2
1495,train,4,12.000000,train=0|train_small=0|part=0|test=4,0,2-19,eligible_train,at_least_2_utterances,03066d63096139da3ee1416eeefe9305e356eb2f8ec77f2435abc2d133b16187,20260729,v2
1497,train,12,36.000000,train=7|train_small=5|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,c635bee042b30fee1d6e4308ad024ba2235025de568fd69f80688e4b3b196a2d,20260729,v2
1498,train,2,6.000000,train=2|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,52ae1052b56d0230c759429b4ffbc35ac95b403a050e03401d94547cac3c17db,20260729,v2
1499,train,4,12.000000,train=2|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,d07acb66cbd1e96a725e0c6cce497e9c8776fa2330231472d18f22a3862f211c,20260729,v2
1500,train,3,9.000000,train=1|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,6486ef8d6d8797fb90e67d7b7a3dac2eb0a0f6b667c3de81780b571610af438c,20260729,v2
1502,train,4,12.000000,train=3|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,475fb397eb376f768bcf243a8a146efb825efd6a35d959ec5da5da1908173464,20260729,v2
1503,train,9,27.000000,train=9|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,65d999bf9976f942113f6c5637079df3255075b4c6f5101a364ed6a276c6ad05,20260729,v2
1504,train,6,18.000000,train=4|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,d557f7d6aef80dcd784199a0c78a92d756f14edb9d14f76d558c067293498351,20260729,v2
1505,train,5,15.000000,train=0|train_small=0|part=0|test=5,0,2-19,eligible_train,at_least_2_utterances,bab18384c5df203521b0639677204c611cffbd8e99b1f4113524fdf336babc9b,20260729,v2
1506,train,3,9.000000,train=1|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,6a4ce3d43b9107c93ceb3ec884fc1ddd9540d874e245e66166259458f48dc26f,20260729,v2
1507,excluded,1,3.000000,train=0|train_small=1|part=0|test=0,0,1,ineligible,singleton_speaker,73925da7de06740d623e1649b67673a56a7c2363ef4ed7d5471a943d5337993a,20260729,v2
1508,excluded,1,3.000000,train=0|train_small=0|part=0|test=1,0,1,ineligible,singleton_speaker,3d229c6dbf61a10fc00eaa71fcacbea9db94af4deeef1426d631de5c244230e2,20260729,v2
1509,train,37,111.000000,train=18|train_small=19|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,7a235ac57277e485f87ee499f321aced781f05c02ced7975f85be9dedb91bac3,20260729,v2
1510,train,5,15.000000,train=3|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,623a6d75d926d2162374944139b3ecbc432924c557ed3e69aa4fffbe789a607a,20260729,v2
1511,train,17,51.000000,train=8|train_small=9|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,1220afade475fd382a78bbb547d7e8dc98fca1ebc9f77c46a1c59768875a3c71,20260729,v2
1512,train,3,9.000000,train=2|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,1d995745fb700de2ed6caf26cd28c7851c9f774c8526f554752b4374bd6888a3,20260729,v2
1513,train,8,24.000000,train=6|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,f0e74164f88a4cd5eb664701fabad266ff55fc13459c76a33d882ba2591d6232,20260729,v2
1514,train,16,48.000000,train=16|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,4767324ad063eb3a7c241d92ceae723a40ad6523aed686a6b4021395a9e74cc3,20260729,v2
1515,train,3,9.000000,train=1|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,5ef35bbe00d570af8d79b2d1c963c72dce8bd29076b1065412ef42517fe896b4,20260729,v2
1516,train,2,6.000000,train=0|train_small=0|part=0|test=2,0,2-19,eligible_train,at_least_2_utterances,acdfad2503fc657e621c886d1a9ef2f57eb74bf22d0391b489f5e4607c62efa4,20260729,v2
1517,train,2,6.000000,train=2|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,1a81d93332c11ff041dc59856a9e3bb44c7eb1614b27cf56edad2bf906bf4511,20260729,v2
1518,train,3,9.000000,train=0|train_small=0|part=0|test=3,0,2-19,eligible_train,at_least_2_utterances,39602fa185862cbcc935f0ca719eb83895c6352210612affc639ce3b5969291a,20260729,v2
1519,train,3,9.000000,train=2|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,da95d20746e66bae916d666472642522cfc1f68692a9e762f9381381e9878eec,20260729,v2
1520,train,12,36.000000,train=0|train_small=0|part=0|test=12,0,2-19,eligible_train,at_least_2_utterances,bfcefc7bab595c1e68800dfa5f651747da64fec5fd5f18277f0dccc7393f091e,20260729,v2
1521,train,435,1305.000000,train=227|train_small=208|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,602bc3d72cfe141dcb66392da8bd17600d5fe44f21a25ae16391850dc749c0c2,20260729,v2
1522,train,502,1506.000000,train=0|train_small=0|part=0|test=502,0,500+,eligible_train,at_least_2_utterances,dcf42f3cd72f3ca9b96b67b1bab42fa93837ac8623fcf198648d67fb8ca98556,20260729,v2
1523,validation,55,165.000000,train=55|train_small=0|part=0|test=0,0,50-99,eligible_evaluation,at_least_20_utterances,217d31747e0b8815c61c48ec445fec3ddbdf01814303356c04f5d29961018504,20260729,v2
1524,train,4,12.000000,train=4|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,72a0b1de20cd46e0b62cd9f35fe1efaa0ffed5d6f561e586364a0edb3906b14d,20260729,v2
1525,train,15,45.000000,train=15|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,88791dfa9b0de886347526288ebdb0bf38543d962416bbae42503c8d0bb04764,20260729,v2
1526,train,5,15.000000,train=1|train_small=4|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,195bdc589d4a82b6fb78c7825d4351b2e1a96009f000cd6126debad8156f9ae9,20260729,v2
1527,train,3,9.000000,train=0|train_small=0|part=0|test=3,0,2-19,eligible_train,at_least_2_utterances,b29b0473689285013e16c4faa048c63a8f3ea57ed5ac010e5d3297a83f3c1747,20260729,v2
1528,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,31cef027f7d041d7a02d4a46241cade411b978daa67ccda343f83f15ceb868b0,20260729,v2
1529,train,32,96.000000,train=15|train_small=17|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,a96f90e82312e2d233b23537c37b54617b57fb2709565cb3cd71a7cfeab65ce6,20260729,v2
1530,train,115,345.000000,train=57|train_small=58|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,b4e6dc2425e0c0a4604285b3d10a35a336971c669e1feecc50b52bbff51eeb46,20260729,v2
1531,test,82,246.000000,train=0|train_small=0|part=0|test=82,0,50-99,eligible_evaluation,at_least_20_utterances,3a814916cdbc63590595f7fa322bc5995cec853914b0e72ad859c68bbb7e3658,20260729,v2
1532,train,30,90.000000,train=13|train_small=17|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,fa315573d7696109f0216d3a509b3653272f278943f0916d912ac429a93a991e,20260729,v2
1533,train,14,42.000000,train=14|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,00781de605acb48b2bd4258184da6b9f00785ee7bb48bec0d739aa5cfc5c4887,20260729,v2
1534,train,85,255.000000,train=44|train_small=41|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,69931709c08e67093d2a3fc9950337cf2dc8658d18b7cc30b4b0b4daf7a55f9f,20260729,v2
1535,train,156,468.000000,train=88|train_small=68|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,a66b27631ba0c6d562735b400ae79f2c6ae90513d79001121b186b59e39e235c,20260729,v2
1536,train,18,54.000000,train=18|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,af4de384d530c30071e9ffa56e28f3f9aeca6e707cdb253e4c71ca8d0279bc69,20260729,v2
1537,train,7,21.000000,train=7|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,d04b84c67a4be93cd42f1f2fe1131480802b7ee31c5fd1267cea23ecedee7e59,20260729,v2
1538,train,7,21.000000,train=7|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,3a9b757dc52fb08f4fd58532f1dd006143905a3ac1e122d0af1f6624002c0911,20260729,v2
1540,train,432,1296.000000,train=218|train_small=214|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,49fca0ca14ad5e43d945217755f766548bb4f254090653d99dc3f4e104d2b664,20260729,v2
1542,train,87,261.000000,train=43|train_small=44|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,e94f6181122ea5488d437a36f7cdd86380a68498d5465a418561b416192aefc6,20260729,v2
1543,train,2,6.000000,train=1|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,61b154416404cb2450b937f33ab7e4ced7b9495164cc4f3a8755607d706cec58,20260729,v2
1544,train,4,12.000000,train=4|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,d39a03c4cdb84f1ccf0e44e77281dcf01f806434a079b8b20ce0377d52d2e258,20260729,v2
1545,train,8,24.000000,train=5|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,d605f1e2ef5b0842317b6d21c77ae9d9fe2cda9e07e20a5efccd6649e7063a93,20260729,v2
1546,train,2,6.000000,train=2|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,d2e4bcc833d7669566eeafeb0bf1fd80b7bbb96facfba32f766975915ce80108,20260729,v2
1547,train,218,654.000000,train=115|train_small=103|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,80fa448f90bedc1345707101c43edece23e61ef0d55399fc7591f7a44e37fdff,20260729,v2
1548,train,321,963.000000,train=146|train_small=175|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,bdd88d95b8496faca145de92fc77950d2f1177c8290a34dcc7fd37e399cc61ac,20260729,v2
1549,train,197,591.000000,train=105|train_small=92|part=0|test=0,0,100-199,eligible_train,at_least_2_utterances,59fbd4a5ecf3d139ee8b620893de9f73920b642a093cb2b7ca2a6badfc21492c,20260729,v2
1550,train,446,1338.000000,train=446|train_small=0|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,9fe599d900cbc5d2caed5cfe99113b643da0f8786f308ea9d9fb515a76ec331b,20260729,v2
1551,train,10,30.000000,train=10|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,1c0cb6f5c35588aa5f0125955f391641bc996837f9f7da128de7f1e19f48b0ac,20260729,v2
1552,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,2142a798297412596882d69ec2dc0743eac7b070bacb8349673c2d70c68bb72b,20260729,v2
1553,test,50,150.000000,train=27|train_small=23|part=0|test=0,0,50-99,eligible_evaluation,at_least_20_utterances,27355dc825db1835617be145b7fdffb3f66f79e910510652be7fcb67211de0d4,20260729,v2
1554,test,106,318.000000,train=60|train_small=46|part=0|test=0,0,100-199,eligible_evaluation,at_least_20_utterances,32c5d6e4b7dd8283aace0f9a6dbe96a727f83efaf4711de370a64e3267cdce40,20260729,v2
1555,train,37,111.000000,train=0|train_small=0|part=0|test=37,0,20-49,eligible_train,at_least_2_utterances,452e4d683a019db2f5b1690751d2f9b7ad0d627a6f2bb59cdac6d767a0d9d8b6,20260729,v2
1556,train,23,69.000000,train=12|train_small=11|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,d49d3c2ac856cc6d13284fa029a59a404d2a86d02ed6d559205a422cc53730cd,20260729,v2
1557,train,7,21.000000,train=7|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,212acf6753f2ace8111bd867b040d97cb4b122dc21dbede8646524643c52da11,20260729,v2
1558,excluded,1,3.000000,train=0|train_small=1|part=0|test=0,0,1,ineligible,singleton_speaker,e0374d4c813b610560bdfc891c9cd6259cca6980fa7d91f04458e6d9f06083ee,20260729,v2
1559,excluded,1,3.000000,train=0|train_small=1|part=0|test=0,0,1,ineligible,singleton_speaker,30cc7be64fdf3aa753df1241f4868f486b351d3e7a862a4b326757aca89aa756,20260729,v2
1560,train,8,24.000000,train=5|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,193fb2b953dda78e854e15573e34a9c530f8453b9fa9e89af442e28e34f826b1,20260729,v2
1561,train,23,69.000000,train=13|train_small=10|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,b1fc0f47cbb4c9ffef4e210c679b64da6cced5b7857274cd50340bf67cdf80dc,20260729,v2
1563,train,4,12.000000,train=2|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,36f663241cd4b88657df62339e3ce4dbcde3df1f85bf9f89e0902367521e4fb5,20260729,v2
1565,train,4,12.000000,train=2|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,651e7b4e838ac1c2ebecb99c74f0b40f15ca7b49259908d8673b4cd87a356cf5,20260729,v2
1566,train,8,24.000000,train=4|train_small=4|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,6b3060eba9237d542dac51692af210d315c2d47ddf012fce06d830549736e354,20260729,v2
1567,train,5,15.000000,train=5|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,cbcba40673f0d247abb48ae56fe93df6a15fa8a29be70553e19ee53e4b5a395b,20260729,v2
1568,train,27,81.000000,train=27|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,fb2cd06af0e6556fe713fa202379e4580c1e7b10f69a9a6100139d0103e62f30,20260729,v2
1569,test,28,84.000000,train=28|train_small=0|part=0|test=0,0,20-49,eligible_evaluation,at_least_20_utterances,1f9b5253af427070a87bd91650468ad2b302bc281f894a41c1a91657234f683d,20260729,v2
1570,train,2,6.000000,train=2|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,2e6c38c29b900cea5802f0bb034aa64dffb84904f1bb88e9d38597429151b6bf,20260729,v2
1571,train,36,108.000000,train=16|train_small=20|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,fbd5dbfb28287af052cc91b30cde3a36a757b8bffd53c821c69370f8f50a32b9,20260729,v2
1572,train,6,18.000000,train=6|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,6d8fc857e9400f9c25e1c6e2f4b43e3818dd330b5b0ca6de4d536a05758f5ff9,20260729,v2
1573,train,9,27.000000,train=4|train_small=5|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,6e7db90f3d9d548001fd71c64ce42d80572215880b2dcfdcd7cfcf22d607eb76,20260729,v2
1574,train,11,33.000000,train=5|train_small=6|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,d8966b9baaa2fd021bfccb6ae0ae3151f6acad6a9bd72e504f56fefb181fdacb,20260729,v2
1575,train,2,6.000000,train=2|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,269edeb5109bc3f777b930a296020cb3545a010cad36507c1a03c960244d92da,20260729,v2
1576,train,3,9.000000,train=1|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,50f632283b8ab974bcce9f149e5f2b5e068f01bb4cd628384f95662dddf0d9e6,20260729,v2
1577,train,3,9.000000,train=1|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,da3519e90542cc49abddc0fefa493ca7ff16671e5cf2223ba3716d82c35e2ea4,20260729,v2
1578,train,28,84.000000,train=28|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,44f1349f970f6e771a4814ddbd223bf1136401b2b1c5db527466c413834e08ea,20260729,v2
1579,train,16,48.000000,train=11|train_small=5|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,dd06f9c4ff39a5cbf5bdc0b51ed14a269e483919b2887d70707b971cc791412f,20260729,v2
1580,train,9,27.000000,train=5|train_small=4|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,dfbda1034feafa82eee617da034309b37d3cc8232e6b7d3dac7d169fcd004688,20260729,v2
1581,train,49,147.000000,train=24|train_small=25|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,cd927027fb191fb2fe07edf0cd9cd43ab2a608126ca17068fa39cdb7be9b00cb,20260729,v2
1582,train,8,24.000000,train=4|train_small=4|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,30ff818a225e594d153220c345e7c06ce4c71c41560390274283d19579265bf4,20260729,v2
1583,train,6,18.000000,train=4|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,49cd457be5860b1d2757a3a1d9bb6d7db634d469a540d5445d40736f49a92c80,20260729,v2
1584,train,2,6.000000,train=1|train_small=1|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,a69229d5310da5785469f257de127515c9495738501a6f1b528558559156d0a6,20260729,v2
1585,train,4,12.000000,train=2|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,628eb1a591859a0d4e527c1d82b8d2a57dfadb44d87568921cac06bf4003a2c8,20260729,v2
1586,train,5,15.000000,train=3|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,0f3484ad1fa96d064ee3dd8747885fa6e2e95eebeb48655d6770097f4d2acfea,20260729,v2
1587,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,c324d500d5d83d9cf684ee8b5696c30b77d341013570dd2ec058dd5f2e9ad017,20260729,v2
1589,train,48,144.000000,train=25|train_small=23|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,cedbb28465bef5bcfaf1cbd5b9a1209785a0c5d07e409e1d950be5dc9a49fbc5,20260729,v2
1590,train,3,9.000000,train=3|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,0de480db94ae84a5de85a49442fe7aa81545f0c7a3286e73a35d6405d59cac8b,20260729,v2
1591,train,12,36.000000,train=5|train_small=7|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,2ff41d6a33162f6f78e1cbb3cd2b4bdee2be1253ab611657245c4102bb83a15a,20260729,v2
1592,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,0311eecb59ba82e7139728449be2f300c59c683d9f53cdd0256bf72ca8bbd01d,20260729,v2
1593,train,28,84.000000,train=13|train_small=15|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,f728d353dd72c73df7fdffb7f0676165d9d5e8966c7ce075f90f6d503573ec97,20260729,v2
1594,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,b971c052d7f605454380a019f7ea538cf6ffd55d6b952e2afc6c790be614aea0,20260729,v2
1595,train,10,30.000000,train=5|train_small=5|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,40259b09300cffdf6b939b0e89830af6a3083b1334555e7891267022cf17b47b,20260729,v2
1597,train,7,21.000000,train=4|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,aa88c6a192a05fa47a315b0dccaa08817fa71d8eb13dc602c6fb6366854811f4,20260729,v2
1598,train,42,126.000000,train=42|train_small=0|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,f0b07f234b86b6d00e559c770383f37a7f822558f2f6a5783364f74d791ffa7d,20260729,v2
1599,train,5,15.000000,train=3|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,55688e0ff5820d8668f24bf22e9073019a565aed42fd17ba55599a53aa888fa5,20260729,v2
1600,excluded,1,3.000000,train=0|train_small=0|part=0|test=1,0,1,ineligible,singleton_speaker,0b962bd1934b5693188d7cce85319bfd174192f2456b072cdae873ba38c71646,20260729,v2
1601,train,4,12.000000,train=4|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,dee9161fae0ab9c225cf32e66ce33e0236c49470e3545ff07936b24f1529e25f,20260729,v2
1602,train,66,198.000000,train=33|train_small=33|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,c74c5a54c877cab1841d7ff10a8dca454757eec23eabff15927ecdaf4bd1fb8e,20260729,v2
1603,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,1c0ed9396f5cbb23b645e4cc85a9a0ef6b5a0f71d8eb6282ac3c404d9fe3d453,20260729,v2
1604,train,7,21.000000,train=4|train_small=3|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,52f90f816a327d1491fe2d9570a603f8ba104fe6b52fd7b75bb6ff201b01c361,20260729,v2
1605,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,ae18c5f1b664c3496df661e35630be6056435a082de9a0033b96198e0904dbfc,20260729,v2
1606,train,55,165.000000,train=33|train_small=22|part=0|test=0,0,50-99,eligible_train,at_least_2_utterances,4a459a536ba67eb214b9b86ed114a41349758b47924b547f7242da4659f7d941,20260729,v2
1607,excluded,1,3.000000,train=0|train_small=1|part=0|test=0,0,1,ineligible,singleton_speaker,01b9fec220cc73edbf091ea09ff904c202cb69d7df88db7098e4fc586f8bb8cc,20260729,v2
1608,train,21,63.000000,train=12|train_small=9|part=0|test=0,0,20-49,eligible_train,at_least_2_utterances,4df4cbdf39a550d26fa9d0f859f9000952ae89bfc8e0448308b672bffed6f681,20260729,v2
1609,excluded,1,3.000000,train=0|train_small=1|part=0|test=0,0,1,ineligible,singleton_speaker,b25cc513aad5324b73f2de58eadfe3552df9380eb27e681b421617ff072e1350,20260729,v2
1610,train,7,21.000000,train=5|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,6392bbf3dbea8a3cd141d6650d628c2cc7bf8fbfebb38cbe9c766741708dab27,20260729,v2
1611,train,8,24.000000,train=6|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,dde538d52f65d11f0ba94f6cb248f274e713daae7196ae3b1ade77e47cee79dc,20260729,v2
1612,train,4,12.000000,train=2|train_small=2|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,58acf28f851533130039022bc8058d03e26f91dc1aaa0d1131c39b91ff019b73,20260729,v2
1613,train,206,618.000000,train=104|train_small=102|part=0|test=0,0,200-499,eligible_train,at_least_2_utterances,f97d2ae4c3af9dec2b72ec1e5ab2b2c3a10d07ec00bb1bf6a36cecd30d853256,20260729,v2
1614,excluded,1,3.000000,train=0|train_small=1|part=0|test=0,0,1,ineligible,singleton_speaker,219b880d245e3c1c6de2439abf7df19ea0834b5b52546d9d8d1b08f62616f2a3,20260729,v2
1615,train,300,900.000000,train=0|train_small=0|part=0|test=300,0,200-499,eligible_train,at_least_2_utterances,7867b89bd087bb62957c57a2753badb7a84cc5c49c9c7c81bc2ff0c0a73a6444,20260729,v2
1616,excluded,1,3.000000,train=1|train_small=0|part=0|test=0,0,1,ineligible,singleton_speaker,74d2598e1c7b5c370d61cbbbc0ee2dec760b9c6f96854367f1c9a45dd08b19c7,20260729,v2
1618,train,2,6.000000,train=2|train_small=0|part=0|test=0,0,2-19,eligible_train,at_least_2_utterances,247b8bb1d291abd2021ce5027659cc23a8b2ba69c1193b32269f20f3562d8742,20260729,v2
