speaker_id,final_split,trusted_utterance_count,train_utterance_count,train_small_utterance_count,provenance_signature,utterance_bucket,eligibility_reason
314,test,82,82,0,train_only,50+,evaluation_eligible_at_least_10
315,train,43,43,0,train_only,20-49,evaluation_eligible_assigned_train
316,train,49,49,0,train_only,20-49,evaluation_eligible_assigned_train
318,test,141,141,0,train_only,50+,evaluation_eligible_at_least_10
319,train,19,19,0,train_only,10-19,evaluation_eligible_assigned_train
32,train,10,10,0,train_only,10-19,evaluation_eligible_assigned_train
320,train,37,37,0,train_only,20-49,evaluation_eligible_assigned_train
321,train,34,34,0,train_only,20-49,evaluation_eligible_assigned_train
322,train,5,5,0,train_only,under_10,train_eligible
323,validation,196,196,0,train_only,50+,evaluation_eligible_at_least_10
324,test,49,49,0,train_only,20-49,evaluation_eligible_at_least_10
325,train,132,132,0,train_only,50+,evaluation_eligible_assigned_train
326,validation,78,78,0,train_only,50+,evaluation_eligible_at_least_10
327,test,21,21,0,train_only,20-49,evaluation_eligible_at_least_10
329,test,50,50,0,train_only,50+,evaluation_eligible_at_least_10
33,validation,39,39,0,train_only,20-49,evaluation_eligible_at_least_10
330,train,29,29,0,train_only,20-49,evaluation_eligible_assigned_train
331,train,28,28,0,train_only,20-49,evaluation_eligible_assigned_train
333,validation,56,56,0,train_only,50+,evaluation_eligible_at_least_10
334,train,24,24,0,train_only,20-49,evaluation_eligible_assigned_train
335,train,91,91,0,train_only,50+,evaluation_eligible_assigned_train
337,train,75,75,0,train_only,50+,evaluation_eligible_assigned_train
339,train,9,9,0,train_only,under_10,train_eligible
34,train,52,52,0,train_only,50+,evaluation_eligible_assigned_train
340,train,20,20,0,train_only,20-49,evaluation_eligible_assigned_train
341,train,64,64,0,train_only,50+,evaluation_eligible_assigned_train
342,train,13,13,0,train_only,10-19,evaluation_eligible_assigned_train
343,train,80,80,0,train_only,50+,evaluation_eligible_assigned_train
344,validation,49,49,0,train_only,20-49,evaluation_eligible_at_least_10
345,train,149,149,0,train_only,50+,evaluation_eligible_assigned_train
346,train,128,128,0,train_only,50+,evaluation_eligible_assigned_train
348,test,120,120,0,train_only,50+,evaluation_eligible_at_least_10
349,train,265,265,0,train_only,50+,evaluation_eligible_assigned_train
35,train,42,42,0,train_only,20-49,evaluation_eligible_assigned_train
350,train,233,233,0,train_only,50+,evaluation_eligible_assigned_train
351,train,80,80,0,train_only,50+,evaluation_eligible_assigned_train
352,train,6,6,0,train_only,under_10,train_eligible
353,train,8,8,0,train_only,under_10,train_eligible
355,validation,19,19,0,train_only,10-19,evaluation_eligible_at_least_10
356,train,134,134,0,train_only,50+,evaluation_eligible_assigned_train
357,train,20,20,0,train_only,20-49,evaluation_eligible_assigned_train
358,train,11,11,0,train_only,10-19,evaluation_eligible_assigned_train
359,validation,27,27,0,train_only,20-49,evaluation_eligible_at_least_10
36,validation,12,12,0,train_only,10-19,evaluation_eligible_at_least_10
360,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
361,test,248,248,0,train_only,50+,evaluation_eligible_at_least_10
362,train,16,16,0,train_only,10-19,evaluation_eligible_assigned_train
363,train,39,39,0,train_only,20-49,evaluation_eligible_assigned_train
364,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
365,train,71,71,0,train_only,50+,evaluation_eligible_assigned_train
366,train,53,53,0,train_only,50+,evaluation_eligible_assigned_train
367,validation,158,158,0,train_only,50+,evaluation_eligible_at_least_10
368,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
37,train,82,82,0,train_only,50+,evaluation_eligible_assigned_train
370,train,45,45,0,train_only,20-49,evaluation_eligible_assigned_train
371,test,43,43,0,train_only,20-49,evaluation_eligible_at_least_10
372,test,45,45,0,train_only,20-49,evaluation_eligible_at_least_10
373,train,201,201,0,train_only,50+,evaluation_eligible_assigned_train
374,train,90,90,0,train_only,50+,evaluation_eligible_assigned_train
375,train,15,15,0,train_only,10-19,evaluation_eligible_assigned_train
376,train,63,63,0,train_only,50+,evaluation_eligible_assigned_train
377,train,18,18,0,train_only,10-19,evaluation_eligible_assigned_train
378,validation,44,44,0,train_only,20-49,evaluation_eligible_at_least_10
379,train,102,102,0,train_only,50+,evaluation_eligible_assigned_train
38,test,16,16,0,train_only,10-19,evaluation_eligible_at_least_10
380,train,5,5,0,train_only,under_10,train_eligible
381,train,30,30,0,train_only,20-49,evaluation_eligible_assigned_train
382,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
384,train,33,33,0,train_only,20-49,evaluation_eligible_assigned_train
385,test,183,183,0,train_only,50+,evaluation_eligible_at_least_10
386,train,258,258,0,train_only,50+,evaluation_eligible_assigned_train
387,validation,55,55,0,train_only,50+,evaluation_eligible_at_least_10
388,train,13,13,0,train_only,10-19,evaluation_eligible_assigned_train
389,test,42,42,0,train_only,20-49,evaluation_eligible_at_least_10
39,validation,21,21,0,train_only,20-49,evaluation_eligible_at_least_10
390,validation,85,85,0,train_only,50+,evaluation_eligible_at_least_10
391,train,12,12,0,train_only,10-19,evaluation_eligible_assigned_train
392,train,23,23,0,train_only,20-49,evaluation_eligible_assigned_train
393,test,31,31,0,train_only,20-49,evaluation_eligible_at_least_10
394,test,49,49,0,train_only,20-49,evaluation_eligible_at_least_10
395,validation,51,51,0,train_only,50+,evaluation_eligible_at_least_10
396,train,90,90,0,train_only,50+,evaluation_eligible_assigned_train
397,train,22,22,0,train_only,20-49,evaluation_eligible_assigned_train
398,test,85,85,0,train_only,50+,evaluation_eligible_at_least_10
399,train,270,270,0,train_only,50+,evaluation_eligible_assigned_train
4,train,7,7,0,train_only,under_10,train_eligible
40,train,27,27,0,train_only,20-49,evaluation_eligible_assigned_train
400,train,281,281,0,train_only,50+,evaluation_eligible_assigned_train
402,train,35,35,0,train_only,20-49,evaluation_eligible_assigned_train
403,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
405,test,144,144,0,train_only,50+,evaluation_eligible_at_least_10
406,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
407,train,203,203,0,train_only,50+,evaluation_eligible_assigned_train
408,validation,170,170,0,train_only,50+,evaluation_eligible_at_least_10
409,train,8,8,0,train_only,under_10,train_eligible
41,validation,67,67,0,train_only,50+,evaluation_eligible_at_least_10
410,train,26,26,0,train_only,20-49,evaluation_eligible_assigned_train
411,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
412,train,6,6,0,train_only,under_10,train_eligible
414,train,43,43,0,train_only,20-49,evaluation_eligible_assigned_train
415,train,94,94,0,train_only,50+,evaluation_eligible_assigned_train
416,train,87,87,0,train_only,50+,evaluation_eligible_assigned_train
417,train,56,56,0,train_only,50+,evaluation_eligible_assigned_train
418,train,10,10,0,train_only,10-19,evaluation_eligible_assigned_train
419,train,193,193,0,train_only,50+,evaluation_eligible_assigned_train
42,train,34,34,0,train_only,20-49,evaluation_eligible_assigned_train
420,test,245,245,0,train_only,50+,evaluation_eligible_at_least_10
421,train,55,55,0,train_only,50+,evaluation_eligible_assigned_train
422,train,195,195,0,train_only,50+,evaluation_eligible_assigned_train
423,train,25,25,0,train_only,20-49,evaluation_eligible_assigned_train
424,train,84,84,0,train_only,50+,evaluation_eligible_assigned_train
425,train,41,41,0,train_only,20-49,evaluation_eligible_assigned_train
426,train,86,86,0,train_only,50+,evaluation_eligible_assigned_train
427,train,101,101,0,train_only,50+,evaluation_eligible_assigned_train
43,train,70,70,0,train_only,50+,evaluation_eligible_assigned_train
44,train,79,79,0,train_only,50+,evaluation_eligible_assigned_train
45,test,16,16,0,train_only,10-19,evaluation_eligible_at_least_10
47,train,93,93,0,train_only,50+,evaluation_eligible_assigned_train
48,test,21,21,0,train_only,20-49,evaluation_eligible_at_least_10
49,train,179,179,0,train_only,50+,evaluation_eligible_assigned_train
5,train,9,9,0,train_only,under_10,train_eligible
50,train,67,67,0,train_only,50+,evaluation_eligible_assigned_train
51,train,13,13,0,train_only,10-19,evaluation_eligible_assigned_train
52,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
53,train,51,51,0,train_only,50+,evaluation_eligible_assigned_train
56,train,141,141,0,train_only,50+,evaluation_eligible_assigned_train
57,train,172,172,0,train_only,50+,evaluation_eligible_assigned_train
58,validation,65,65,0,train_only,50+,evaluation_eligible_at_least_10
59,train,8,8,0,train_only,under_10,train_eligible
6,test,44,44,0,train_only,20-49,evaluation_eligible_at_least_10
60,train,121,121,0,train_only,50+,evaluation_eligible_assigned_train
61,test,34,34,0,train_only,20-49,evaluation_eligible_at_least_10
62,train,35,35,0,train_only,20-49,evaluation_eligible_assigned_train
63,train,21,21,0,train_only,20-49,evaluation_eligible_assigned_train
64,train,83,83,0,train_only,50+,evaluation_eligible_assigned_train
65,train,56,56,0,train_only,50+,evaluation_eligible_assigned_train
66,train,13,13,0,train_only,10-19,evaluation_eligible_assigned_train
67,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
68,train,197,197,0,train_only,50+,evaluation_eligible_assigned_train
69,test,58,58,0,train_only,50+,evaluation_eligible_at_least_10
70,test,91,91,0,train_only,50+,evaluation_eligible_at_least_10
72,train,26,26,0,train_only,20-49,evaluation_eligible_assigned_train
73,excluded,3,3,0,train_only,under_10,fewer_than_5_trusted_utterances
74,test,91,91,0,train_only,50+,evaluation_eligible_at_least_10
75,train,51,51,0,train_only,50+,evaluation_eligible_assigned_train
76,train,53,53,0,train_only,50+,evaluation_eligible_assigned_train
77,train,141,141,0,train_only,50+,evaluation_eligible_assigned_train
78,train,63,63,0,train_only,50+,evaluation_eligible_assigned_train
79,train,83,83,0,train_only,50+,evaluation_eligible_assigned_train
8,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
80,train,5,5,0,train_only,under_10,train_eligible
81,train,186,186,0,train_only,50+,evaluation_eligible_assigned_train
83,train,32,32,0,train_only,20-49,evaluation_eligible_assigned_train
84,train,14,14,0,train_only,10-19,evaluation_eligible_assigned_train
85,train,199,199,0,train_only,50+,evaluation_eligible_assigned_train
86,test,268,268,0,train_only,50+,evaluation_eligible_at_least_10
87,excluded,1,1,0,train_only,under_10,fewer_than_5_trusted_utterances
89,train,80,80,0,train_only,50+,evaluation_eligible_assigned_train
90,train,50,50,0,train_only,50+,evaluation_eligible_assigned_train
91,train,93,93,0,train_only,50+,evaluation_eligible_assigned_train
92,train,52,52,0,train_only,50+,evaluation_eligible_assigned_train
93,train,219,219,0,train_only,50+,evaluation_eligible_assigned_train
94,excluded,2,2,0,train_only,under_10,fewer_than_5_trusted_utterances
95,validation,25,25,0,train_only,20-49,evaluation_eligible_at_least_10
96,validation,21,21,0,train_only,20-49,evaluation_eligible_at_least_10
97,excluded,4,4,0,train_only,under_10,fewer_than_5_trusted_utterances
98,test,51,51,0,train_only,50+,evaluation_eligible_at_least_10
99,train,51,51,0,train_only,50+,evaluation_eligible_assigned_train
